name,population,income,educational attainment,unemployment,health insurance coverage,housing cost burden,state,congressional district
"Congressional District 1 (116th Congress), Arkansas",720941,70113,17.1,-888888888,696467,38698,05,01
"Congressional District 4 (116th Congress), Arkansas",704589,67212,17.3,-888888888,691244,35856,05,04
"Congressional District 2 (116th Congress), Connecticut",701886,111900,36.3,-888888888,679277,21251,09,02
"Congressional District 4 (116th Congress), Connecticut",736148,154346,51.7,-888888888,730871,21628,09,04
"Congressional Districts not defined (116th Congress), Connecticut",0,-666666666,,-888888888,0,0,09,ZZ
"Congressional District 1 (116th Congress), Colorado",843348,115492,50.0,-888888888,836707,29889,08,01
"Congressional District 3 (116th Congress), Colorado",752192,80231,31.8,-888888888,743295,33015,08,03
"Congressional District 5 (116th Congress), Colorado",811504,94102,37.0,-888888888,765045,26387,08,05
"Congressional District 7 (116th Congress), Colorado",797811,104951,35.5,-888888888,790124,21344,08,07
"Congressional District 1 (116th Congress), Georgia",744521,83919,26.3,-888888888,713943,31380,13,01
"Congressional District 3 (116th Congress), Georgia",746086,87576,28.1,-888888888,736382,26334,13,03
"Congressional District 5 (116th Congress), Georgia",780778,99682,45.1,-888888888,770269,42263,13,05
"Congressional District 7 (116th Congress), Georgia",833680,109067,42.8,-888888888,828530,18577,13,07
"Congressional District 9 (116th Congress), Georgia",762916,83032,24.3,-888888888,755717,26909,13,09
"Congressional District 9 (116th Congress), Illinois",724967,128507,55.6,-888888888,715720,28577,17,09
"Congressional District 11 (116th Congress), Illinois",717503,105412,36.5,-888888888,712890,17541,17,11
"Congressional District 13 (116th Congress), Illinois",700322,84471,31.3,-888888888,687283,36283,17,13
"Congressional District 15 (116th Congress), Illinois",687456,80642,20.6,-888888888,666578,29828,17,15
"Congressional District 17 (116th Congress), Illinois",675779,74213,19.9,-888888888,660326,38023,17,17
"Congressional District 1 (116th Congress), Iowa",772873,85991,27.7,-888888888,762662,30066,19,01
"Congressional District 3 (116th Congress), Iowa",841226,97150,34.4,-888888888,831448,28421,19,03
"Congressional District 1 (116th Congress), Maryland",734056,106412,32.6,-888888888,723276,22822,24,01
"Congressional District 3 (116th Congress), Maryland",756291,128041,49.7,-888888888,743941,20067,24,03
"Congressional District 5 (116th Congress), Maryland",764867,125770,36.3,-888888888,753927,14418,24,05
"Congressional District 8 (116th Congress), Maryland",769645,148587,56.3,-888888888,761086,15184,24,08
"Congressional District 2 (116th Congress), Michigan",742674,82276,27.2,-888888888,734486,25314,26,02
"Congressional District 4 (116th Congress), Michigan",701523,75350,22.6,-888888888,688469,31402,26,04
"Congressional District 6 (116th Congress), Michigan",720391,83337,28.9,-888888888,715313,30039,26,06
"Congressional District 8 (116th Congress), Michigan",741973,104873,41.8,-888888888,738527,24322,26,08
"Congressional District 11 (116th Congress), Michigan",733525,115936,48.6,-888888888,730159,17961,26,11
"Congressional District 13 (116th Congress), Michigan",672793,66985,17.0,-888888888,669414,56691,26,13
"Congressional Districts not defined (116th Congress), Michigan",0,-666666666,,-888888888,0,0,26,ZZ
"Congressional District 2 (116th Congress), Mississippi",694447,64737,19.8,-888888888,675192,44035,28,02
"Congressional District 1 (116th Congress), New Mexico",699637,78496,34.4,-888888888,691727,39660,35,01
"Congressional District 3 (116th Congress), New Mexico",696413,78358,27.8,-888888888,686544,28044,35,03
"Congressional District 1 (116th Congress), Arizona",772404,83056,26.1,-888888888,753413,24539,04,01
"Congressional District 3 (116th Congress), Arizona",780637,71381,17.4,-888888888,762971,30354,04,03
"Congressional District 6 (116th Congress), Arizona",806918,104454,45.2,-888888888,804719,26603,04,06
"Congressional District 8 (116th Congress), Arizona",806027,91205,31.0,-888888888,794493,21065,04,08
"Congressional District 1 (116th Congress), Kansas",697312,77252,25.6,-888888888,672787,29685,20,01
"Congressional District 3 (116th Congress), Kansas",774850,114566,48.2,-888888888,769155,20305,20,03
"Congressional District 2 (116th Congress), Kentucky",764943,77738,21.3,-888888888,751013,32659,21,02
"Congressional District 4 (116th Congress), Kentucky",763817,94841,29.9,-888888888,751541,27228,21,04
"Congressional District 6 (116th Congress), Kentucky",776941,87091,33.0,-888888888,767923,36288,21,06
"Congressional District 2 (116th Congress), Maine",654227,75885,25.3,-888888888,647591,31932,23,02
"Congressional District 3 (116th Congress), Minnesota",722911,128370,50.4,-888888888,719741,15138,27,03
"Congressional District 5 (116th Congress), Minnesota",717702,106256,48.0,-888888888,711450,31717,27,05
"Congressional District 7 (116th Congress), Minnesota",666735,83415,22.9,-888888888,658089,28000,27,07
"Congressional District 10 (116th Congress), Florida",843134,84627,32.0,-888888888,836756,29847,12,10
"Congressional District 12 (116th Congress), Florida",788853,82014,28.5,-888888888,780934,32875,12,12
"Congressional District 14 (116th Congress), Florida",802492,94765,37.9,-888888888,796588,37319,12,14
"Congressional District 17 (116th Congress), Florida",788069,71421,22.9,-888888888,772973,30558,12,17
"Congressional District 19 (116th Congress), Florida",834988,83155,33.1,-888888888,829051,30401,12,19
"Congressional District 21 (116th Congress), Florida",782529,87152,36.1,-888888888,779546,31375,12,21
"Congressional District 24 (116th Congress), Florida",749846,66623,21.6,-888888888,741472,38258,12,24
"Congressional District 26 (116th Congress), Florida",771373,87060,28.3,-888888888,762119,25180,12,26
"Congressional District 1 (116th Congress), Nebraska",649058,92797,32.8,-888888888,637825,23541,31,01
"Congressional District 3 (116th Congress), Nevada",835738,97450,33.8,-888888888,832566,22198,32,03
"Congressional District 1 (116th Congress), New Hampshire",684286,110406,38.1,-888888888,676765,21406,33,01
"Congressional District 2 (116th Congress), Louisiana",793342,74440,24.5,-888888888,778297,53350,22,02
"Congressional District 4 (116th Congress), Louisiana",745158,73902,20.1,-888888888,715689,41598,22,04
"Congressional District 6 (116th Congress), Louisiana",795169,97355,30.9,-888888888,789178,25570,22,06
"Congressional District 3 (116th Congress), New York",727386,162133,54.4,-888888888,720550,13929,36,03
"Congressional District 5 (116th Congress), New York",768316,109668,27.0,-888888888,761800,21903,36,05
"Congressional District 7 (116th Congress), New York",721505,137951,36.6,-888888888,716262,38803,36,07
"Congressional District 10 (116th Congress), New York",732646,176323,62.8,-888888888,730320,32479,36,10
"Congressional District 12 (116th Congress), New York",721308,221757,73.2,-888888888,717070,30833,36,12
"Congressional District 14 (116th Congress), New York",686868,101558,28.0,-888888888,674481,27501,36,14
"Congressional District 17 (116th Congress), New York",740776,152086,47.5,-888888888,732253,17449,36,17
"Congressional District 19 (116th Congress), New York",697087,97709,30.9,-888888888,680841,28609,36,19
"Congressional District 21 (116th Congress), New York",700529,87718,24.7,-888888888,666857,28939,36,21
"Congressional District 24 (116th Congress), New York",702143,91188,31.5,-888888888,692113,32914,36,24
"Congressional District 26 (116th Congress), New York",707963,85569,32.9,-888888888,702691,46573,36,26
"Congressional District 1 (116th Congress), North Carolina",760016,78137,29.4,-888888888,742934,44459,37,01
"Congressional District 4 (116th Congress), North Carolina",866455,114870,55.9,-888888888,858457,24878,37,04
"Congressional District 6 (116th Congress), North Carolina",777809,80262,25.5,-888888888,770014,36966,37,06
"Congressional District 9 (116th Congress), North Carolina",788078,97517,35.3,-888888888,777036,30826,37,09
"Congressional District 11 (116th Congress), North Carolina",765533,74012,26.5,-888888888,756731,32634,37,11
"Congressional District 4 (116th Congress), Indiana",762256,85027,27.5,-888888888,750078,28163,18,04
"Congressional District 6 (116th Congress), Indiana",720302,78084,22.5,-888888888,707253,29494,18,06
"Congressional District 8 (116th Congress), Indiana",719258,77112,22.0,-888888888,701973,32234,18,08
"Congressional District 2 (116th Congress), Massachusetts",749700,114855,40.1,-888888888,740927,28416,25,02
"Congressional District 4 (116th Congress), Massachusetts",760391,147298,51.9,-888888888,752556,20003,25,04
"Congressional District 7 (116th Congress), Massachusetts",808106,123029,46.6,-888888888,803597,39998,25,07
"Congressional District 9 (116th Congress), Massachusetts",744397,109791,36.5,-888888888,735704,28198,25,09
"Congressional District 2 (116th Congress), Ohio",729324,91524,32.7,-888888888,721698,32220,39,02
"Congressional District 5 (116th Congress), Ohio",722437,86538,27.3,-888888888,714920,26227,39,05
"Congressional District 7 (116th Congress), Ohio",731042,80234,21.4,-888888888,722772,28251,39,07
"Congressional District 9 (116th Congress), Ohio",704685,72853,23.5,-888888888,697885,45710,39,09
"Congressional District 11 (116th Congress), Ohio",686269,73084,28.7,-888888888,675374,60285,39,11
"Congressional District 14 (116th Congress), Ohio",715868,95216,35.2,-888888888,707192,22854,39,14
"Congressional District 16 (116th Congress), Ohio",717781,94520,34.9,-888888888,710916,21882,39,16
"Congressional District 2 (116th Congress), Oklahoma",749583,68620,17.7,-888888888,732819,34058,40,02
"Congressional District 4 (116th Congress), Oklahoma",792809,86301,26.4,-888888888,766380,28284,40,04
"Congressional District 2 (116th Congress), Oregon",828446,81152,26.6,-888888888,814033,37045,41,02
"Congressional District 4 (116th Congress), Oregon",813504,81062,28.1,-888888888,809002,41760,41,04
"Congressional District 1 (116th Congress), Rhode Island",532603,102815,35.5,-888888888,524212,24858,44,01
"Congressional District 1 (116th Congress), Nevada",701019,68888,16.7,-888888888,694984,41572,32,01
"Congressional District 2 (116th Congress), Pennsylvania",741380,72203,22.6,-888888888,735051,46945,42,02
"Congressional District 4 (116th Congress), Pennsylvania",730845,123137,48.3,-888888888,717699,17561,42,04
"Congressional District 7 (116th Congress), Pennsylvania",730122,100747,31.0,-888888888,721761,24716,42,07
"Congressional District 9 (116th Congress), Pennsylvania",705602,88023,22.0,-888888888,686422,27733,42,09
"Congressional District 11 (116th Congress), Pennsylvania",735086,92591,27.6,-888888888,728362,21203,42,11
"Congressional District 14 (116th Congress), Pennsylvania",685084,87102,27.7,-888888888,674509,31139,42,14
"Congressional District 16 (116th Congress), Pennsylvania",684242,82951,27.8,-888888888,669841,33041,42,16
"Congressional District 1 (116th Congress), South Carolina",804679,95611,40.8,-888888888,790115,23626,45,01
"Congressional District 3 (116th Congress), South Carolina",698745,78241,23.8,-888888888,688335,32116,45,03
"Congressional District 6 (116th Congress), South Carolina",662925,65261,21.3,-888888888,636203,41401,45,06
"Congressional District (at Large) (116th Congress), South Dakota",879336,87406,29.3,-888888888,861933,33037,46,00
"Congressional District 7 (116th Congress), Virginia",798194,106555,40.3,-888888888,786672,18692,51,07
"Congressional District 9 (116th Congress), Virginia",705034,72048,21.2,-888888888,687095,34934,51,09
"Congressional District 1 (116th Congress), Washington",768331,131866,44.6,-888888888,762076,14856,53,01
"Congressional District 6 (116th Congress), Washington",719626,95211,31.5,-888888888,691836,25784,53,06
"Congressional District 8 (116th Congress), Washington",758134,121310,36.0,-888888888,754687,15782,53,08
"Congressional District 10 (116th Congress), Washington",762320,100258,28.8,-888888888,737551,22400,53,10
"Congressional District 3 (116th Congress), West Virginia",577252,66809,17.5,-888888888,566571,32654,54,03
"Congressional District 2 (116th Congress), Wisconsin",768381,102433,43.4,-888888888,762740,28887,55,02
"Congressional District 5 (116th Congress), Wisconsin",727631,105338,38.3,-888888888,722088,24271,55,05
"Congressional District 7 (116th Congress), Wisconsin",711161,81329,24.2,-888888888,702062,29856,55,07
"Congressional District (at Large) (116th Congress), Wyoming",581348,91758,28.2,-888888888,571005,20954,56,00
"Congressional District 2 (116th Congress), Texas",809751,120235,42.9,-888888888,805307,21824,48,02
"Congressional District 4 (116th Congress), Texas",765400,92546,23.8,-888888888,751429,29125,48,04
"Congressional District 7 (116th Congress), Texas",793324,121532,49.8,-888888888,792095,25421,48,07
"Congressional District 9 (116th Congress), Texas",773209,76519,25.9,-888888888,771313,32851,48,09
"Congressional District 11 (116th Congress), Texas",778607,93050,22.5,-888888888,762011,26372,48,11
"Congressional District 14 (116th Congress), Texas",757773,105772,24.9,-888888888,728077,28274,48,14
"Congressional District 16 (116th Congress), Texas",740915,75128,25.9,-888888888,717387,36384,48,16
"Congressional District 18 (116th Congress), Texas",789793,85832,24.5,-888888888,778536,41227,48,18
"Congressional District 21 (116th Congress), Texas",826791,116682,47.0,-888888888,818239,26955,48,21
"Congressional District 23 (116th Congress), Texas",767109,88561,23.4,-888888888,744211,24879,48,23
"Congressional District 25 (116th Congress), Texas",804296,110689,39.9,-888888888,776314,21675,48,25
"Congressional District 28 (116th Congress), Texas",759810,76112,19.7,-888888888,752867,28100,48,28
"Congressional District 30 (116th Congress), Texas",788685,74994,22.5,-888888888,778203,34800,48,30
"Congressional District 32 (116th Congress), Texas",780503,119960,45.6,-888888888,778303,22879,48,32
"Congressional District 35 (116th Congress), Texas",830798,80760,23.9,-888888888,818223,34139,48,35
"Congressional District 3 (116th Congress), Washington",743780,95302,27.1,-888888888,738693,23111,53,03
