name,population,income,educational attainment,unemployment,health insurance coverage,housing cost burden,state,congressional district
"Congressional District 4 (118th Congress), Ohio",792206,106737,28.6,-888888888,772550,23250,39,04
"Congressional District 5 (118th Congress), Ohio",786317,97331,24.8,-888888888,775902,28406,39,05
"Congressional District 6 (118th Congress), Ohio",781400,87370,20.6,-888888888,763814,34178,39,06
"Congressional District 7 (118th Congress), Ohio",782342,111538,37.4,-888888888,774628,20491,39,07
"Congressional District 8 (118th Congress), Ohio",784950,107030,30.3,-888888888,777916,22314,39,08
"Congressional District 9 (118th Congress), Ohio",783014,97045,27.2,-888888888,773554,33329,39,09
"Congressional District 10 (118th Congress), Ohio",784850,100203,31.5,-888888888,771120,34472,39,10
"Congressional District 11 (118th Congress), Ohio",776190,88812,32.6,-888888888,766872,53755,39,11
"Congressional District 12 (118th Congress), Ohio",792715,105138,27.2,-888888888,784042,25683,39,12
"Congressional District 13 (118th Congress), Ohio",783863,101283,33.2,-888888888,775653,31513,39,13
"Congressional District 14 (118th Congress), Ohio",785287,98060,27.3,-888888888,774846,28411,39,14
"Congressional District 15 (118th Congress), Ohio",785694,109779,32.8,-888888888,774725,23773,39,15
"Congressional District 1 (118th Congress), Oklahoma",799564,104502,32.6,-888888888,792687,27786,40,01
"Congressional District 2 (118th Congress), Oklahoma",800101,83029,19.4,-888888888,782024,31706,40,02
"Congressional District 3 (118th Congress), Oklahoma",797954,88938,21.9,-888888888,774399,34383,40,03
"Congressional District 4 (118th Congress), Oklahoma",798638,99948,27.4,-888888888,770624,27774,40,04
"Congressional District 5 (118th Congress), Oklahoma",799003,108535,37.6,-888888888,787051,26630,40,05
"Congressional District 1 (118th Congress), Oregon",706333,143049,47.2,-888888888,701349,20405,41,01
"Congressional District 2 (118th Congress), Oregon",707098,93593,23.7,-888888888,694105,27106,41,02
"Congressional District 3 (118th Congress), Oregon",697979,126873,40.9,-888888888,693656,22699,41,03
"Congressional District 4 (118th Congress), Oregon",707398,100159,32.4,-888888888,703108,32352,41,04
"Congressional District 5 (118th Congress), Oregon",711303,122406,38.2,-888888888,707151,18782,41,05
"Congressional District 6 (118th Congress), Oregon",708603,120862,34.6,-888888888,697577,21653,41,06
"Congressional District 1 (118th Congress), Pennsylvania",764829,146629,44.0,-888888888,757695,14426,42,01
"Congressional District 2 (118th Congress), Pennsylvania",751754,88948,27.6,-888888888,744987,43833,42,02
"Congressional District 3 (118th Congress), Pennsylvania",759251,103017,42.6,-888888888,753959,50417,42,03
"Congressional District 4 (118th Congress), Pennsylvania",768425,146504,48.6,-888888888,754915,15561,42,04
"Congressional District 5 (118th Congress), Pennsylvania",762831,128026,41.9,-888888888,754883,26014,42,05
"Congressional District 6 (118th Congress), Pennsylvania",771480,149800,48.1,-888888888,765566,17363,42,06
"Congressional District 7 (118th Congress), Pennsylvania",770006,116329,32.0,-888888888,761627,21395,42,07
"Congressional District 8 (118th Congress), Pennsylvania",765141,97881,27.1,-888888888,751272,31448,42,08
"Congressional District 9 (118th Congress), Pennsylvania",764854,98570,22.7,-888888888,745956,26642,42,09
"Congressional District 10 (118th Congress), Pennsylvania",772418,109130,34.1,-888888888,759765,23831,42,10
"Congressional District 11 (118th Congress), Pennsylvania",768324,109322,30.0,-888888888,760748,18733,42,11
"Congressional District 12 (118th Congress), Pennsylvania",761238,111728,40.8,-888888888,753477,35705,42,12
"Congressional District 13 (118th Congress), Pennsylvania",764623,96640,21.7,-888888888,752423,25158,42,13
"Congressional District 14 (118th Congress), Pennsylvania",760119,97706,26.6,-888888888,744713,30507,42,14
"Congressional District 15 (118th Congress), Pennsylvania",760232,94974,25.1,-888888888,737483,28740,42,15
"Congressional District 16 (118th Congress), Pennsylvania",763502,99679,29.4,-888888888,749448,30536,42,16
"Congressional District 17 (118th Congress), Pennsylvania",757491,120712,44.3,-888888888,751618,24731,42,17
"Congressional District 1 (118th Congress), Rhode Island",543443,127515,37.7,-888888888,534825,21489,44,01
"Congressional District 2 (118th Congress), Rhode Island",551928,122950,36.9,-888888888,543871,18231,44,02
"Congressional District 1 (118th Congress), South Carolina",748351,114369,42.2,-888888888,728525,16628,45,01
"Congressional District 2 (118th Congress), South Carolina",743300,97474,35.7,-888888888,724953,23910,45,02
"Congressional District 3 (118th Congress), South Carolina",740360,90886,25.8,-888888888,729839,29047,45,03
"Congressional District 4 (118th Congress), South Carolina",748540,98564,35.6,-888888888,740744,26569,45,04
"Congressional District 5 (118th Congress), South Carolina",745996,100301,28.6,-888888888,733338,23983,45,05
"Congressional District 6 (118th Congress), South Carolina",736924,85864,28.7,-888888888,714507,40126,45,06
"Congressional District 7 (118th Congress), South Carolina",749303,83114,23.8,-888888888,741252,29574,45,07
"Congressional District (at Large) (118th Congress), South Dakota",899194,103308,31.1,-888888888,879723,27305,46,00
"Congressional District 1 (118th Congress), Tennessee",775141,82045,22.9,-888888888,764701,32454,47,01
"Congressional District 2 (118th Congress), Tennessee",781418,101001,33.5,-888888888,775398,25388,47,02
"Congressional District 3 (118th Congress), Tennessee",778339,97919,28.4,-888888888,768359,29193,47,03
"Congressional District 4 (118th Congress), Tennessee",784468,94855,25.0,-888888888,777062,22116,47,04
"Congressional District 5 (118th Congress), Tennessee",780166,121550,46.3,-888888888,776248,18162,47,05
"Congressional District 6 (118th Congress), Tennessee",780363,92937,27.9,-888888888,770801,28110,47,06
"Congressional District 7 (118th Congress), Tennessee",777488,102100,33.8,-888888888,753987,24357,47,07
"Congressional District 8 (118th Congress), Tennessee",765252,103051,29.0,-888888888,748590,28042,47,08
"Congressional District 9 (118th Congress), Tennessee",763447,86681,27.0,-888888888,752979,39956,47,09
"Congressional District 1 (118th Congress), Texas",773654,98866,22.2,-888888888,755123,27273,48,01
"Congressional District 2 (118th Congress), Texas",784437,131959,39.0,-888888888,782300,14417,48,02
"Congressional District 3 (118th Congress), Texas",809668,156038,49.1,-888888888,806041,11555,48,03
"Congressional District 4 (118th Congress), Texas",795941,144404,43.8,-888888888,788999,18143,48,04
"Congressional District 5 (118th Congress), Texas",787200,107312,23.8,-888888888,780449,19909,48,05
"Congressional District 6 (118th Congress), Texas",774748,112210,25.5,-888888888,753841,17781,48,06
"Congressional District 7 (118th Congress), Texas",791069,144899,49.4,-888888888,786340,26991,48,07
"Congressional District 8 (118th Congress), Texas",800563,118277,32.4,-888888888,793195,15240,48,08
"Congressional District 9 (118th Congress), Texas",760231,103944,31.7,-888888888,757466,27689,48,09
"Congressional District 10 (118th Congress), Texas",780439,133972,40.4,-888888888,764847,25486,48,10
"Congressional District 11 (118th Congress), Texas",768775,104014,24.0,-888888888,744306,27609,48,11
"Congressional District 12 (118th Congress), Texas",789129,123983,34.1,-888888888,777096,20252,48,12
"Congressional District 13 (118th Congress), Texas",773844,102745,25.5,-888888888,745115,26849,48,13
"Congressional District 14 (118th Congress), Texas",770392,122549,25.2,-888888888,742682,26937,48,14
"Congressional District 15 (118th Congress), Texas",776234,93410,22.4,-888888888,763469,30800,48,15
"Congressional District 16 (118th Congress), Texas",772426,86455,26.4,-888888888,749967,33235,48,16
"Congressional District 17 (118th Congress), Texas",784812,109553,26.5,-888888888,759934,30758,48,17
"Congressional District 18 (118th Congress), Texas",772609,110240,27.4,-888888888,757471,35135,48,18
"Congressional District 19 (118th Congress), Texas",768927,103407,25.2,-888888888,737249,30848,48,19
"Congressional District 20 (118th Congress), Texas",784135,93761,25.1,-888888888,775170,29396,48,20
"Congressional District 21 (118th Congress), Texas",793549,134753,45.8,-888888888,781548,17972,48,21
"Congressional District 22 (118th Congress), Texas",807871,147972,45.9,-888888888,801675,15973,48,22
"Congressional District 23 (118th Congress), Texas",757759,118630,30.8,-888888888,725618,20821,48,23
"Congressional District 24 (118th Congress), Texas",758537,162292,53.5,-888888888,755150,13116,48,24
"Congressional District 25 (118th Congress), Texas",793714,112307,30.7,-888888888,786554,22071,48,25
"Congressional District 26 (118th Congress), Texas",801992,151415,46.3,-888888888,799474,11189,48,26
"Congressional District 27 (118th Congress), Texas",771646,101372,20.7,-888888888,751234,28280,48,27
"Congressional District 28 (118th Congress), Texas",774349,96723,20.9,-888888888,765819,27571,48,28
"Congressional District 29 (118th Congress), Texas",757251,85152,12.3,-888888888,755460,30242,48,29
"Congressional District 30 (118th Congress), Texas",771661,99454,29.9,-888888888,761641,29036,48,30
"Congressional District 31 (118th Congress), Texas",810684,128273,37.8,-888888888,775140,17990,48,31
"Congressional District 32 (118th Congress), Texas",764396,125157,39.9,-888888888,761546,26125,48,32
"Congressional District 33 (118th Congress), Texas",775186,96592,22.9,-888888888,771211,24865,48,33
"Congressional District 34 (118th Congress), Texas",773649,83178,18.4,-888888888,767463,33481,48,34
"Congressional District 35 (118th Congress), Texas",789038,104264,31.8,-888888888,775585,29942,48,35
"Congressional District 36 (118th Congress), Texas",773758,114941,23.9,-888888888,761437,23518,48,36
"Congressional District 37 (118th Congress), Texas",770624,163021,61.8,-888888888,767171,27057,48,37
"Congressional District 38 (118th Congress), Texas",775446,149704,50.2,-888888888,773159,15274,48,38
"Congressional District 1 (118th Congress), Utah",833456,117295,37.5,-888888888,824868,16004,49,01
"Congressional District 2 (118th Congress), Utah",836119,111253,32.7,-888888888,828612,17074,49,02
"Congressional District 3 (118th Congress), Utah",818343,127679,43.3,-888888888,814071,15971,49,03
"Congressional District 4 (118th Congress), Utah",843269,122334,34.6,-888888888,836917,10955,49,04
"Congressional District (at Large) (118th Congress), Vermont",645254,110006,42.6,-888888888,639109,22250,50,00
"Congressional District 1 (118th Congress), Virginia",796108,133929,47.2,-888888888,781522,15700,51,01
"Congressional District 2 (118th Congress), Virginia",785995,119980,38.1,-888888888,747936,18294,51,02
"Congressional District 3 (118th Congress), Virginia",776669,95532,29.0,-888888888,723212,32135,51,03
"Congressional District 4 (118th Congress), Virginia",790076,99387,31.7,-888888888,764890,31569,51,04
"Congressional District 5 (118th Congress), Virginia",792934,104076,33.5,-888888888,773749,29520,51,05
"Congressional District 6 (118th Congress), Virginia",786774,100818,27.9,-888888888,773582,27306,51,06
"Congressional District 7 (118th Congress), Virginia",797241,139566,37.3,-888888888,779767,12111,51,07
"Congressional District 8 (118th Congress), Virginia",775740,200946,65.4,-888888888,759319,15882,51,08
"Congressional District 9 (118th Congress), Virginia",783052,86703,23.7,-888888888,765618,32597,51,09
"Congressional District 10 (118th Congress), Virginia",791262,193385,55.1,-888888888,786456,8072,51,10
"Congressional District 11 (118th Congress), Virginia",781648,201549,67.6,-888888888,773090,8810,51,11
"Congressional District 1 (118th Congress), Washington",773262,170276,51.8,-888888888,767321,12956,53,01
"Congressional District 2 (118th Congress), Washington",775731,123379,35.7,-888888888,761157,23429,53,02
"Congressional District 3 (118th Congress), Washington",779567,116707,28.3,-888888888,774583,19991,53,03
"Congressional District 4 (118th Congress), Washington",775997,105624,23.8,-888888888,770792,20380,53,04
"Congressional District 5 (118th Congress), Washington",780504,104746,31.0,-888888888,765301,29220,53,05
"Congressional District 6 (118th Congress), Washington",776086,119394,34.1,-888888888,749400,22133,53,06
"Congressional District 7 (118th Congress), Washington",768537,200035,65.7,-888888888,763883,21484,53,07
"Congressional District 8 (118th Congress), Washington",773534,155539,41.1,-888888888,770061,11897,53,08
"Congressional District 9 (118th Congress), Washington",765852,147612,41.5,-888888888,759108,20263,53,09
"Congressional District 10 (118th Congress), Washington",771914,122034,31.3,-888888888,741691,18449,53,10
"Congressional District 1 (118th Congress), West Virginia",885040,85810,21.4,-888888888,867306,39753,54,01
"Congressional District 2 (118th Congress), West Virginia",899422,95654,25.2,-888888888,883424,34268,54,02
"Congressional District 1 (118th Congress), Wisconsin",732332,106656,30.6,-888888888,723990,23172,55,01
"Congressional District 2 (118th Congress), Wisconsin",740255,124588,47.5,-888888888,735244,22475,55,02
"Congressional District 3 (118th Congress), Wisconsin",736688,100498,27.8,-888888888,726529,24972,55,03
"Congressional District 4 (118th Congress), Wisconsin",727084,97728,33.2,-888888888,721552,38531,55,04
"Congressional District 5 (118th Congress), Wisconsin",740019,126987,40.2,-888888888,735775,17190,55,05
"Congressional District 6 (118th Congress), Wisconsin",736607,102664,28.4,-888888888,721383,21551,55,06
"Congressional District 7 (118th Congress), Wisconsin",740211,97444,25.6,-888888888,731693,23671,55,07
"Congressional District 8 (118th Congress), Wisconsin",738827,103908,29.0,-888888888,731901,21253,55,08
"Congressional District (at Large) (118th Congress), Wyoming",579761,104568,29.9,-888888888,569723,20008,56,00
"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",3254885,47113,,-888888888,3227627,183046,72,98
